rowId,featureKey,value,path
harris3DKeypoints/harris3DKeypoints,NormalNoise:type=Float64:width=64:height=64:depth=64:mean=128.0:std=25.0,1,harris3DKeypoints/harris3DKeypoints.json
harris3DKeypoints/harris3DKeypoints,WritePointSet,1,harris3DKeypoints/harris3DKeypoints.json
harris3DKeypoints/harris3DKeypoints,intercept,1,harris3DKeypoints/harris3DKeypoints.json
hessianKeypoints/hessianKeypoints,HessianKeypoints:type=Float64:sigma=3.0:responseKind=Blob:threshold=0.1:stride=16,1,hessianKeypoints/hessianKeypoints.json
hessianKeypoints/hessianKeypoints,NormalNoise:type=Float64:width=64:height=64:depth=64:mean=128.0:std=25.0,1,hessianKeypoints/hessianKeypoints.json
hessianKeypoints/hessianKeypoints,WritePointSet,1,hessianKeypoints/hessianKeypoints.json
hessianKeypoints/hessianKeypoints,intercept,1,hessianKeypoints/hessianKeypoints.json
histogram/histogram,ImHistogram:firstLeftEdge=50.0:lastLeftEdge=255.0:bins=64,1,histogram/histogram.json
histogram/histogram,ReadRandom:type=UInt8:format=Image stack:depth=10:multiscaleIndex=0:datasetIndex=0:timepoint=0:channel=0:maxParallelChunks=0:frameAxis=0,1,histogram/histogram.json
histogram/histogram,intercept,1,histogram/histogram.json
histogramShared/histogramShared,Chart:kind=Column,1,histogramShared/histogramShared.json
histogramShared/histogramShared,ImHistogramData:firstLeftEdge=0.0:lastLeftEdge=255.0:bins=256,1,histogramShared/histogramShared.json
histogramShared/histogramShared,Print,1,histogramShared/histogramShared.json
histogramShared/histogramShared,ReadRandom:type=UInt8:format=Image stack:depth=10:multiscaleIndex=0:datasetIndex=0:timepoint=0:channel=0:maxParallelChunks=0:frameAxis=0,1,histogramShared/histogramShared.json
